22.0,82.210236,1.4627918,82.57901,12.433156,1.0
22.0,84.28582,1.5550852,80.841515,12.13748,1.0
22.0,84.43812,1.9450326,80.681335,16.53608,1.0
22.0,84.2751,2.4131064,80.61796,16.6703,1.0
22.0,84.37548,2.5011938,80.63309,12.091862,1.0
22.0,86.75279,0.57638955,80.73284,15.221396,1.0
22.0,85.31821,3.2313895,79.80708,11.554504,1.0
22.0,85.40109,3.2758913,80.024376,11.562873,1.0
22.0,85.50126,3.365973,79.956024,11.436774,1.0
22.0,85.88429,2.489935,79.67636,11.175138,1.0
22.0,85.85591,2.5880344,79.79112,11.085705,1.0
22.0,85.92472,2.697062,79.65,11.085523,1.0
22.0,86.02367,2.096765,79.5413,12.384383,1.0
22.0,86.20217,2.2181246,79.59615,14.458983,1.0
22.0,86.25966,2.2738528,80.04554,13.538344,1.0
22.0,86.28994,1.4165812,80.42023,13.055029,1.0
22.0,86.37402,0.9990527,79.66901,21.928095,1.0
22.0,86.39973,0.6750583,79.1201,22.855486,1.0
22.0,86.439476,0.5015147,78.53722,17.102394,1.0
22.0,86.61564,6.1664624,78.2016,11.919774,1.0
22.0,85.41223,5.645204,78.663994,16.758678,1.0
22.0,86.235825,5.3271685,78.14128,13.265815,1.0
22.0,86.1202,5.299346,78.05993,13.422124,1.0
22.0,85.67514,5.3864107,78.60165,14.929622,1.0
22.0,85.67514,5.3864107,78.60165,14.929622,1.0
22.0,85.21579,5.4855123,79.13792,13.890087,1.0
22.0,89.78405,21.584631,67.941734,45.46425,2.0
22.0,89.632774,20.95479,69.16514,42.359222,2.0
22.0,89.80048,20.956217,69.926994,41.775978,2.0
22.0,89.65607,20.83716,71.10661,41.02229,2.0
22.0,89.22606,20.824535,72.21867,40.650745,2.0
22.0,88.29219,20.401588,74.51009,39.84015,2.0
22.0,88.12433,20.253077,74.57057,39.210693,2.0
22.0,88.29122,20.022322,74.42521,39.072437,2.0
22.0,88.15354,19.918516,74.45767,38.974976,2.0
22.0,88.30925,19.727358,74.27872,38.81852,2.0
22.0,89.75006,18.940289,73.13722,38.536865,2.0
22.0,89.57083,18.66009,72.84462,38.732197,2.0
22.0,88.99517,18.34133,72.23622,38.956745,2.0
22.0,88.08835,18.029343,71.466736,39.04057,2.0
22.0,87.81285,17.77151,70.82627,39.206383,2.0
22.0,87.63844,17.669722,70.34761,39.34525,2.0
22.0,87.31548,17.682367,69.82277,39.100708,2.0
22.0,87.36553,17.809746,69.78561,39.502056,2.0
22.0,87.091064,17.75917,69.57228,39.864136,2.0
22.0,87.024445,17.711287,69.31638,39.658672,2.0
22.0,87.00547,17.65529,69.19608,39.5398,2.0
22.0,86.45884,17.486423,68.584656,39.382053,2.0
22.0,86.50144,17.504993,68.41735,39.73158,2.0
22.0,86.73767,17.382383,68.507614,39.57241,2.0
22.0,86.92237,17.375134,68.533394,39.47151,2.0
22.0,87.02632,17.399134,68.81211,39.33247,2.0
22.0,87.883385,17.386059,69.94459,38.099346,2.0
22.0,87.880005,17.376303,70.154976,38.13672,2.0
22.0,88.10906,17.307564,70.73843,39.133953,2.0
22.0,88.064384,17.344177,70.82778,39.489674,2.0
22.0,75.11317,0.08724798,73.85411,3.328362,3.0
22.0,76.30871,0.6659498,74.204155,1.3145424,3.0
22.0,76.38333,1.0665492,75.81635,1.170443,3.0
22.0,77.10286,1.0342104,74.75437,0.09680094,3.0
