11.0,49.902218,45.318474,47.380566,46.55241,1.0
11.0,49.82978,45.49787,47.713326,46.094875,1.0
11.0,50.37342,43.415245,47.012188,47.71793,1.0
11.0,50.28149,42.682526,46.615677,47.967583,1.0
11.0,51.342003,41.03446,46.317284,44.260967,1.0
11.0,51.58345,41.346535,46.41567,45.65295,1.0
11.0,50.029587,43.454536,45.224586,48.194424,1.0
11.0,49.31783,43.60014,44.502113,47.499943,1.0
11.0,48.354176,44.64365,45.063316,41.17728,1.0
11.0,48.426544,44.858555,45.937454,39.32776,1.0
11.0,47.700485,45.25616,46.100132,40.717186,1.0
11.0,47.316364,45.208393,45.795135,42.320118,1.0
11.0,46.362225,45.74129,46.303,37.799778,1.0
11.0,45.98603,46.103073,46.586304,42.556355,1.0
11.0,45.45365,47.651882,45.86275,38.502365,1.0
11.0,45.25748,47.244404,45.649162,42.907593,1.0
11.0,45.40566,48.704784,45.73777,41.686523,1.0
11.0,45.55308,56.03167,46.230595,40.983673,1.0
11.0,45.99304,52.93036,46.925644,41.15031,1.0
11.0,46.020878,52.76662,47.213074,40.586235,1.0
11.0,46.000477,51.511173,47.110252,42.388405,1.0
11.0,46.25097,51.789246,47.007786,43.00515,1.0
11.0,46.264946,51.463573,47.162148,45.07284,1.0
11.0,46.564262,55.828026,47.40865,46.491005,1.0
11.0,47.055904,54.04766,47.795662,46.77322,1.0
11.0,18.86543,24.327496,5.7096224,32.78116,2.0
11.0,17.962725,19.78919,5.595145,28.086065,2.0
11.0,17.967422,17.344187,5.3744817,21.38527,2.0
11.0,16.780071,15.805557,4.3344345,14.889023,2.0
11.0,14.832601,16.269154,1.8726091,11.5495615,2.0
11.0,13.972617,15.717861,0.46011475,13.947079,2.0
11.0,13.144695,15.267837,0.0067172674,15.456441,2.0
11.0,13.75385,12.564882,0.10689169,15.106768,2.0
11.0,14.064969,12.051558,0.17012392,15.98406,2.0
11.0,14.640049,13.006416,1.1361262,17.338018,2.0
11.0,14.471043,13.808253,1.2995057,17.165783,2.0
11.0,15.731457,14.193303,1.405269,16.952175,2.0
11.0,15.752706,14.646461,1.7972385,16.785563,2.0
11.0,15.534058,13.868247,1.7443632,16.866716,2.0
11.0,16.3346,14.296722,1.6761748,17.054054,2.0
11.0,16.1514,14.294722,1.6787695,17.237503,2.0
11.0,15.608407,14.694681,1.3346269,17.878231,2.0
11.0,15.133685,13.838871,0.8927407,18.723446,2.0
11.0,14.977834,13.211281,0.8420095,19.092611,2.0
11.0,13.542171,14.690363,0.5322255,19.743774,2.0
11.0,13.433515,14.211846,0.45061225,19.60318,2.0
11.0,13.08472,15.466522,1.1050665,18.891012,2.0
11.0,10.615737,19.725458,41.461456,58.577118,3.0
11.0,9.924182,19.872011,42.854767,67.70134,3.0
11.0,9.420183,20.030098,45.282753,67.25276,3.0
11.0,10.157257,20.708261,47.08574,72.23093,3.0
11.0,9.83824,20.749878,47.842213,73.96501,3.0
11.0,9.664693,20.982622,48.939438,77.011154,3.0
11.0,9.444882,21.16864,48.853134,77.42442,3.0
11.0,7.865264,22.180788,49.31194,77.56412,3.0
11.0,7.1542263,22.875736,49.29256,77.38001,3.0
11.0,8.32153,22.42604,49.348145,75.79529,3.0
11.0,8.112171,22.146006,49.020317,74.40585,3.0
11.0,8.179437,21.126701,49.09023,72.90476,3.0
11.0,8.291108,20.850904,48.91561,72.58958,3.0
11.0,8.6088705,20.350428,48.58604,71.40865,3.0
11.0,8.768231,20.224855,48.50765,71.41532,3.0
11.0,10.184176,20.061943,48.610497,71.085785,3.0
11.0,10.268265,20.197197,48.448807,71.10224,3.0
11.0,10.063055,20.474403,48.303497,71.1636,3.0
11.0,10.126847,20.53825,48.094234,71.1393,3.0
11.0,10.300949,20.396767,47.752308,71.450485,3.0
11.0,10.31473,20.481361,47.81193,71.01581,3.0
11.0,10.205595,20.637403,47.58521,70.67562,3.0
11.0,10.239352,20.66698,47.455025,70.75944,3.0
11.0,9.674166,20.732195,50.713665,68.91583,3.0
11.0,9.872271,20.774702,50.372524,69.16163,3.0
11.0,9.563633,21.428865,49.882496,69.49907,3.0
11.0,9.843742,21.280901,49.336437,70.04057,3.0
11.0,60.87283,29.706564,59.392166,20.032516,1.0
11.0,60.899857,30.164463,59.372154,20.124447,1.0
11.0,60.8179,31.0643,59.071815,21.395393,1.0
11.0,60.904316,31.412401,59.349197,21.54406,1.0
11.0,61.926147,31.892014,60.118687,22.232347,1.0
11.0,62.09499,31.835749,60.27162,22.748123,1.0
11.0,61.627632,32.183655,59.72892,24.255707,1.0
11.0,62.214176,32.13489,59.628845,24.55199,1.0
11.0,62.199116,32.366257,57.977806,45.117947,1.0
11.0,62.279446,32.34389,58.000404,25.849487,1.0
11.0,62.320427,35.650497,57.28884,26.360418,1.0
11.0,62.46228,31.40345,57.268593,26.901775,1.0
11.0,62.04303,29.50172,57.82774,27.914051,1.0
11.0,62.051487,29.55186,57.88373,27.63835,1.0
11.0,62.5449,33.67364,57.99189,26.618437,1.0
